0.025759,0.00038714,0.0020614,0.00035023,0.023966,0.015215,0.00081725,0.00053028,0.00042222,0.00037162,0.07749,0.0014654,0.011344,0.00084976,0.059419,0.11082,0.0033366,0.02072,0.0018107,0.022366,0.18321,0.008167,0.014915,0.009507,0.12621,0.051818,0.0017962,0.0031532,0.00080028,0.00048169,0.075003,0.02191,0.013314,0.023091,0.042577,0.0098354,0.32113,0.12972
0.020129,0.00037402,0.0015684,0.0004067,0.019564,0.0086835,0.00043351,0.00029457,0.00040984,0.00014821,0.069203,0.0054515,0.0021418,0.0053528,0.055975,0.093247,0.005396,0.016165,0.0020851,0.0016064,0.21016,0.024611,0.044795,0.024376,0.17364,0.050217,0.0018112,0.0019426,0.0013937,9.2633e-05,0.070778,0.02548,0.018967,0.025965,0.048723,0.0043701,0.34404,0.12917
0.049174,0.00053997,0.0069608,0.00049319,0.047522,0.030177,0.00080496,0.0018664,0.00034835,6.3358e-06,0.12049,0.0055481,0.00074313,0.0042636,0.078536,0.16896,0.0098915,0.010389,0.0070901,0.0031695,0.20898,0.012355,0.010074,0.0082043,0.11666,0.09701,0.0033287,0.0041558,0.0018036,0.00015127,0.077202,0.0053919,0.0060098,0.0058657,0.010565,0.015763,0.1261,0.10614
0.069335,0.0012133,0.0026334,0.0011057,0.065287,0.037212,0.00042972,0.00093797,0.00085203,0.00014093,0.10255,0.0012584,0.0014371,0.00094579,0.060042,0.1101,0.00074344,0.0022626,0.0027067,0.00051832,0.15225,0.0014969,0.001568,0.0017965,0.077867,0.1056,0.0012273,0.0021373,0.0019126,0.00060255,0.12105,0.035256,0.034678,0.036858,0.032784,0.032888,0.12426,0.14475
0.069745,0.00067893,0.0034956,0.00063669,0.066175,0.032724,0.00034608,0.00030205,0.0010152,0.00012697,0.10166,0.001912,0.0030343,0.0017993,0.061264,0.10728,0.00039967,0.0090188,0.0033884,0.0041432,0.15783,0.0043365,0.011466,0.0050529,0.089905,0.10624,0.00058885,0.0019025,0.0026088,6.2857e-08,0.09997,0.012053,0.0093695,0.013858,0.016903,0.0314,0.13956,0.15359
0.071558,0.0004013,0.0061057,0.00040892,0.06891,0.024543,0.00091018,0.00092574,0.0010335,0.00011547,0.09548,0.0047104,0.0009055,0.0038201,0.066536,0.079352,0.0022979,0.0024245,0.0032369,0.00071827,0.15555,0.0081096,0.0078882,0.0075853,0.107,0.10233,0.0021817,0.0033965,0.0036098,0.00029034,0.10189,0.0067034,0.0026917,0.0083824,0.028859,0.028358,0.1836,0.15733
0.082229,0.00066882,0.0027758,0.00061212,0.075751,0.047402,0.0005965,0.00026011,0.00075171,3.0297e-05,0.098538,0.0011599,0.0013955,0.00079898,0.051,0.10402,0.0015512,0.0040241,0.0013854,0.0020319,0.13553,0.0014258,0.0046904,0.0013375,0.055419,0.10761,0.00089718,0.0010001,0.0015109,0.00016066,0.098942,0.0068297,0.0067335,0.0082761,0.011697,0.045403,0.12187,0.15846
0.089367,0.00095282,0.0020451,0.00086963,0.081291,0.053186,0.00019872,0.00039004,0.00050456,6.9897e-05,0.094939,0.00035506,0.00098236,0.00060018,0.045773,0.09639,0.0010887,0.002986,0.0018095,0.00011811,0.12575,0.001111,0.0032899,0.0018145,0.044373,0.10879,0.00052911,0.00072046,0.00060025,1.7726e-05,0.095724,0.00017982,0.0016696,0.0016763,0.028665,0.052898,0.11611,0.16684
0.069554,0.00035288,0.0019667,0.00031395,0.065528,0.036799,0.0011464,0.00075248,0.0009911,0.0001677,0.10408,0.0026519,0.0046036,0.0022858,0.059521,0.11844,0.0019775,0.0084281,0.0025392,0.00097441,0.15327,0.003256,0.0036317,0.0021208,0.07509,0.10448,0.0020163,0.0014344,0.0024538,0.00019178,0.10594,0.022208,0.021453,0.023623,0.015697,0.032967,0.13046,0.14402
0.046929,0.00069901,0.0089261,0.00073752,0.045359,0.031861,0.00051666,0.0023948,0.00082724,0.00018011,0.13211,0.0025664,0.0035511,0.0015483,0.081289,0.20294,0.0028427,0.0050957,0.0045229,0.00012526,0.2073,0.0040286,0.0061185,0.0040435,0.10265,0.10019,0.0001391,0.0050759,0.0020851,0.00075773,0.067689,0.0018413,0.0055689,0.0042854,0.011409,0.016782,0.095884,0.098311
